                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     | Core 16     | Core 17     | Core 18     | Core 19     | Core 20     | Core 21     | Core 22     | Core 23     | Core 24     | Core 25     | Core 26     | Core 27     | Core 28     | Core 29     | Core 30     | Core 31     | Core 32     | Core 33     | Core 34     | Core 35     | Core 36     | Core 37     | Core 38     | Core 39     | Core 40     | Core 41     | Core 42     | Core 43     | Core 44     | Core 45     | Core 46     | Core 47     | Core 48     | Core 49     | Core 50     | Core 51     | Core 52     | Core 53     | Core 54     | Core 55     | Core 56     | Core 57     | Core 58     | Core 59     | Core 60     | Core 61     | Core 62     | Core 63    
    mpki                             |        1.12 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |      153440 |           0 |           0 |           0 |      153213 |           0 |           0 |           0 |      153412 |           0 |           0 |           0 |      153391 |           0 |           0 |           0 |      153170 |           0 |           0 |           0 |      153253 |           0 |           0 |           0 |      153473 |           0 |           0 |           0 |      153435 |           0 |           0 |           0 |      153484 |           0 |           0 |           0 |      153415 |           0 |           0 |           0 |      153199 |           0 |           0 |           0 |      153084 |           0 |           0 |           0 |      153571 |           0 |           0 |           0 |      153431 |           0 |           0 |           0 |      153034 |           0 |           0 |           0 |      153504 |           0 |           0 |           0
  average dram access latency (ns)   |       56.63 |         inf |         inf |         inf |       56.56 |         inf |         inf |         inf |       56.63 |         inf |         inf |         inf |       56.59 |         inf |         inf |         inf |       56.58 |         inf |         inf |         inf |       56.69 |         inf |         inf |         inf |       56.61 |         inf |         inf |         inf |       56.61 |         inf |         inf |         inf |       56.54 |         inf |         inf |         inf |       56.54 |         inf |         inf |         inf |       56.55 |         inf |         inf |         inf |       56.60 |         inf |         inf |         inf |       56.55 |         inf |         inf |         inf |       56.59 |         inf |         inf |         inf |       56.64 |         inf |         inf |         inf |       56.70 |         inf |         inf |         inf
  average dram queueing delay        |        3.21 |        0.00 |        0.00 |        0.00 |        3.14 |        0.00 |        0.00 |        0.00 |        3.20 |        0.00 |        0.00 |        0.00 |        3.16 |        0.00 |        0.00 |        0.00 |        3.15 |        0.00 |        0.00 |        0.00 |        3.26 |        0.00 |        0.00 |        0.00 |        3.18 |        0.00 |        0.00 |        0.00 |        3.18 |        0.00 |        0.00 |        0.00 |        3.11 |        0.00 |        0.00 |        0.00 |        3.11 |        0.00 |        0.00 |        0.00 |        3.12 |        0.00 |        0.00 |        0.00 |        3.18 |        0.00 |        0.00 |        0.00 |        3.12 |        0.00 |        0.00 |        0.00 |        3.16 |        0.00 |        0.00 |        0.00 |        3.21 |        0.00 |        0.00 |        0.00 |        3.27 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |      789894 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
