                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     | Core 16     | Core 17     | Core 18     | Core 19     | Core 20     | Core 21     | Core 22     | Core 23     | Core 24     | Core 25     | Core 26     | Core 27     | Core 28     | Core 29     | Core 30     | Core 31     | Core 32     | Core 33     | Core 34     | Core 35     | Core 36     | Core 37     | Core 38     | Core 39     | Core 40     | Core 41     | Core 42     | Core 43     | Core 44     | Core 45     | Core 46     | Core 47     | Core 48     | Core 49     | Core 50     | Core 51     | Core 52     | Core 53     | Core 54     | Core 55     | Core 56     | Core 57     | Core 58     | Core 59     | Core 60     | Core 61     | Core 62     | Core 63    
    mpki                             |        1.12 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |      153403 |           0 |           0 |           0 |      153192 |           0 |           0 |           0 |      153381 |           0 |           0 |           0 |      153373 |           0 |           0 |           0 |      153170 |           0 |           0 |           0 |      153239 |           0 |           0 |           0 |      153446 |           0 |           0 |           0 |      153430 |           0 |           0 |           0 |      153457 |           0 |           0 |           0 |      153407 |           0 |           0 |           0 |      153183 |           0 |           0 |           0 |      153099 |           0 |           0 |           0 |      153562 |           0 |           0 |           0 |      153410 |           0 |           0 |           0 |      153012 |           0 |           0 |           0 |      153495 |           0 |           0 |           0
  average dram access latency (ns)   |       56.08 |         inf |         inf |         inf |       55.67 |         inf |         inf |         inf |       55.93 |         inf |         inf |         inf |       55.69 |         inf |         inf |         inf |       55.66 |         inf |         inf |         inf |       55.72 |         inf |         inf |         inf |       55.67 |         inf |         inf |         inf |       55.75 |         inf |         inf |         inf |       55.68 |         inf |         inf |         inf |       55.68 |         inf |         inf |         inf |       55.68 |         inf |         inf |         inf |       55.65 |         inf |         inf |         inf |       55.69 |         inf |         inf |         inf |       55.66 |         inf |         inf |         inf |       55.71 |         inf |         inf |         inf |       55.64 |         inf |         inf |         inf
  average dram queueing delay        |        2.66 |        0.00 |        0.00 |        0.00 |        2.24 |        0.00 |        0.00 |        0.00 |        2.50 |        0.00 |        0.00 |        0.00 |        2.26 |        0.00 |        0.00 |        0.00 |        2.23 |        0.00 |        0.00 |        0.00 |        2.29 |        0.00 |        0.00 |        0.00 |        2.24 |        0.00 |        0.00 |        0.00 |        2.32 |        0.00 |        0.00 |        0.00 |        2.25 |        0.00 |        0.00 |        0.00 |        2.25 |        0.00 |        0.00 |        0.00 |        2.25 |        0.00 |        0.00 |        0.00 |        2.22 |        0.00 |        0.00 |        0.00 |        2.26 |        0.00 |        0.00 |        0.00 |        2.23 |        0.00 |        0.00 |        0.00 |        2.28 |        0.00 |        0.00 |        0.00 |        2.21 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |      789322 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
