                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     | Core 16     | Core 17     | Core 18     | Core 19     | Core 20     | Core 21     | Core 22     | Core 23     | Core 24     | Core 25     | Core 26     | Core 27     | Core 28     | Core 29     | Core 30     | Core 31     | Core 32     | Core 33     | Core 34     | Core 35     | Core 36     | Core 37     | Core 38     | Core 39     | Core 40     | Core 41     | Core 42     | Core 43     | Core 44     | Core 45     | Core 46     | Core 47     | Core 48     | Core 49     | Core 50     | Core 51     | Core 52     | Core 53     | Core 54     | Core 55     | Core 56     | Core 57     | Core 58     | Core 59     | Core 60     | Core 61     | Core 62     | Core 63    
    mpki                             |        1.12 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |      153441 |           0 |           0 |           0 |      153220 |           0 |           0 |           0 |      153419 |           0 |           0 |           0 |      153398 |           0 |           0 |           0 |      153178 |           0 |           0 |           0 |      153270 |           0 |           0 |           0 |      153469 |           0 |           0 |           0 |      153422 |           0 |           0 |           0 |      153479 |           0 |           0 |           0 |      153426 |           0 |           0 |           0 |      153228 |           0 |           0 |           0 |      153116 |           0 |           0 |           0 |      153593 |           0 |           0 |           0 |      153447 |           0 |           0 |           0 |      153056 |           0 |           0 |           0 |      153519 |           0 |           0 |           0
  average dram access latency (ns)   |       55.11 |         inf |         inf |         inf |       54.74 |         inf |         inf |         inf |       54.76 |         inf |         inf |         inf |       54.70 |         inf |         inf |         inf |       54.77 |         inf |         inf |         inf |       55.02 |         inf |         inf |         inf |       54.78 |         inf |         inf |         inf |       54.84 |         inf |         inf |         inf |       54.72 |         inf |         inf |         inf |       55.04 |         inf |         inf |         inf |       54.85 |         inf |         inf |         inf |       54.82 |         inf |         inf |         inf |       54.74 |         inf |         inf |         inf |       54.69 |         inf |         inf |         inf |       54.75 |         inf |         inf |         inf |       54.73 |         inf |         inf |         inf
  average dram queueing delay        |        1.68 |        0.00 |        0.00 |        0.00 |        1.31 |        0.00 |        0.00 |        0.00 |        1.33 |        0.00 |        0.00 |        0.00 |        1.27 |        0.00 |        0.00 |        0.00 |        1.34 |        0.00 |        0.00 |        0.00 |        1.59 |        0.00 |        0.00 |        0.00 |        1.35 |        0.00 |        0.00 |        0.00 |        1.41 |        0.00 |        0.00 |        0.00 |        1.29 |        0.00 |        0.00 |        0.00 |        1.61 |        0.00 |        0.00 |        0.00 |        1.42 |        0.00 |        0.00 |        0.00 |        1.39 |        0.00 |        0.00 |        0.00 |        1.31 |        0.00 |        0.00 |        0.00 |        1.27 |        0.00 |        0.00 |        0.00 |        1.32 |        0.00 |        0.00 |        0.00 |        1.30 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |      789843 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
